Type,Year,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L,line_val,wl,ha,venue
Tackle,2025.0,18.0,Adam Cerra,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-9%,38%,,,5.0,-1.0,4.5,-1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Patrick Cripps,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-1%,50%,,,6.0,-1.0,5.5,-1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Tom De Koning,CAR,BRL,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,2.5,4%,47%,,,4.0,-1.0,2.5,-1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Cooper Lord,CAR,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,-6%,53%,,,3.0,0.0,3.0,0.0,home,Marvel Stadium
Tackle,2025.0,18.0,Jesse Motlop,CAR,BRL,SmF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.0,-2%,44%,,,4.0,0.0,4.0,0.0,home,Marvel Stadium
Tackle,2025.0,18.0,George Hewett,CAR,BRL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.0,-6%,31%,,,3.0,1.0,6.0,1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Lachie Fogarty,CAR,BRL,SmF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,3.5,-16%,43%,,,3.0,1.0,3.5,1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Jack Crisp,COL,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5.0,10%,44%,,SKIP - No Strategy,8.0,-1.0,5.0,-1.0,away,People First Stadium
Tackle,2025.0,18.0,Lachlan Sullivan,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,3.5,20%,55%,,SKIP - No Strategy,3.0,1.0,3.5,1.0,away,People First Stadium
Tackle,2025.0,18.0,Ned Long,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7.0,-1%,38%,,SKIP - No Strategy,8.0,-1.0,7.0,-1.0,away,People First Stadium
Tackle,2025.0,18.0,Nick Daicos,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,-8%,56%,,SKIP - No Strategy,1.0,1.0,3.5,1.0,away,People First Stadium
Tackle,2025.0,18.0,Scott Pendlebury,COL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.5,9%,57%,,SKIP - No Strategy,1.0,1.0,4.5,1.0,away,People First Stadium
Tackle,2025.0,18.0,Ben Hobbs,ESS,RIC,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.0,10%,43%,,SKIP - No Strategy,6.0,-1.0,4.0,-1.0,away,MCG
Tackle,2025.0,18.0,Sam Durham,ESS,RIC,FwdMid,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.0,-2%,31%,,SKIP - No Strategy,6.0,-1.0,4.0,-1.0,away,MCG
Tackle,2025.0,18.0,Will Setterfield,ESS,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,8.0,8%,42%,,SKIP - No Strategy,7.0,1.0,8.0,1.0,away,MCG
Tackle,2025.0,18.0,Zach Merrett,ESS,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,21%,60%,,SKIP - No Strategy,3.0,1.0,4.5,1.0,away,MCG
Tackle,2025.0,18.0,Bailey Humphrey,GCS,COL,FwdMid,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.0,-10%,27%,,SKIP - No Strategy,2.0,1.0,4.0,1.0,home,People First Stadium
Tackle,2025.0,18.0,Jarrod Witts,GCS,COL,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-9%,43%,,SKIP - No Strategy,3.0,1.0,3.5,1.0,home,People First Stadium
Tackle,2025.0,18.0,Matt Rowell,GCS,COL,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,9.5,6%,67%,,SKIP - No Strategy,13.0,-1.0,9.5,-1.0,home,People First Stadium
Tackle,2025.0,18.0,Noah Anderson,GCS,COL,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,3.5,14%,60%,,SKIP - No Strategy,4.0,-1.0,3.5,-1.0,home,People First Stadium
Tackle,2025.0,18.0,Touk Miller,GCS,COL,FwdMid,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.0,-3%,53%,,SKIP - No Strategy,1.0,1.0,4.0,1.0,home,People First Stadium
Tackle,2025.0,18.0,Max Holmes,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,3.5,0%,63%,2,Tackle + Strong Unders DvP + No Rain + Avg <15%,3.0,1.0,3.5,1.0,away,ENGIE Stadium
Tackle,2025.0,18.0,Tom Atkins,GEE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,8.5,-14%,38%,2,Tackle + Strong Unders DvP + No Rain + Avg <15%,6.0,1.0,8.5,1.0,away,ENGIE Stadium
Tackle,2025.0,18.0,Gryan Miers,GEE,GWS,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,11%,57%,,SKIP - No Strategy,3.0,0.0,3.0,0.0,away,ENGIE Stadium
Tackle,2025.0,18.0,Shaun Mannagh,GEE,GWS,MedFF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-19%,31%,,SKIP - No Strategy,2.0,1.0,3.5,1.0,away,ENGIE Stadium
Tackle,2025.0,18.0,Darcy Jones,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-5%,47%,,SKIP - No Strategy,6.0,-1.0,3.5,-1.0,home,ENGIE Stadium
Tackle,2025.0,18.0,Finn Callaghan,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.0,35%,62%,,SKIP - No Strategy,2.0,1.0,6.0,1.0,home,ENGIE Stadium
Tackle,2025.0,18.0,Harry Rowston,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.0,23%,50%,,SKIP - No Strategy,0.0,1.0,4.0,1.0,home,ENGIE Stadium
Tackle,2025.0,18.0,Josh Kelly,GWS,GEE,InsM,✅ Neutral,✅ Neutral,✅ Neutral,4.0,-14%,25%,,SKIP - No Strategy,2.0,1.0,4.0,1.0,home,ENGIE Stadium
Tackle,2025.0,18.0,Ryan Angwin,GWS,GEE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,6.0,71%,100%,,SKIP - No Strategy,5.0,1.0,6.0,1.0,home,ENGIE Stadium
Tackle,2025.0,18.0,Toby Bedford,GWS,GEE,SmF,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.0,1%,40%,,SKIP - No Strategy,2.0,1.0,6.0,1.0,home,ENGIE Stadium
Tackle,2025.0,18.0,Tom Green,GWS,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.0,13%,47%,,SKIP - No Strategy,4.0,0.0,4.0,0.0,home,ENGIE Stadium
Tackle,2025.0,18.0,Christian Petracca,MEL,NTH,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,16%,56%,,SKIP - No Strategy,3.0,1.0,4.5,1.0,home,MCG
Tackle,2025.0,18.0,Clayton Oliver,MEL,NTH,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6.0,8%,47%,,SKIP - No Strategy,7.0,-1.0,6.0,-1.0,home,MCG
Tackle,2025.0,18.0,Jack Viney,MEL,NTH,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6.5,10%,64%,,SKIP - No Strategy,9.0,-1.0,6.5,-1.0,home,MCG
Tackle,2025.0,18.0,Kade Chandler,MEL,NTH,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.0,5%,56%,,SKIP - No Strategy,4.0,0.0,4.0,0.0,home,MCG
Tackle,2025.0,18.0,Kysaiah Pickett,MEL,NTH,FwdMid,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-7%,62%,,SKIP - No Strategy,2.0,1.0,3.5,1.0,home,MCG
Tackle,2025.0,18.0,Tom Sparrow,MEL,NTH,InsM,✅ Neutral,✅ Neutral,✅ Neutral,4.5,3%,56%,,SKIP - No Strategy,3.0,1.0,4.5,1.0,home,MCG
Tackle,2025.0,18.0,Harry Sheezel,NTH,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-18%,44%,,SKIP - No Strategy,6.0,-1.0,3.5,-1.0,away,MCG
Tackle,2025.0,18.0,Jy Simpkin,NTH,MEL,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-2%,44%,,SKIP - No Strategy,1.0,1.0,3.5,1.0,away,MCG
Tackle,2025.0,18.0,Luke Parker,NTH,MEL,FwdMid,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,6%,60%,,SKIP - No Strategy,6.0,-1.0,4.5,-1.0,away,MCG
Tackle,2025.0,18.0,Paul Curtis,NTH,MEL,MedF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-20%,23%,,SKIP - No Strategy,6.0,-1.0,3.5,-1.0,away,MCG
Tackle,2025.0,18.0,Tom Powell,NTH,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.0,0%,44%,,SKIP - No Strategy,4.0,1.0,5.0,1.0,away,MCG
Tackle,2025.0,18.0,Tristan Xerri,NTH,MEL,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.0,-10%,44%,,SKIP - No Strategy,6.0,-1.0,5.0,-1.0,away,MCG
Tackle,2025.0,18.0,Connor Rozee,PTA,WCE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,57%,81%,,SKIP - No Strategy,2.0,1.0,5.5,1.0,home,Adelaide Oval
Tackle,2025.0,18.0,Dion Prestia,RIC,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-3%,40%,,SKIP - No Strategy,1.0,1.0,3.5,1.0,home,MCG
Tackle,2025.0,18.0,Jacob Hopper,RIC,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.0,21%,44%,,SKIP - No Strategy,2.0,1.0,4.0,1.0,home,MCG
Tackle,2025.0,18.0,Rhyan Mansell,RIC,ESS,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,-15%,39%,,SKIP - No Strategy,3.0,0.0,3.0,0.0,home,MCG
Tackle,2025.0,18.0,Seth Campbell,RIC,ESS,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2.5,-5%,63%,,SKIP - No Strategy,4.0,-1.0,2.5,-1.0,home,MCG
Tackle,2025.0,18.0,Tim Taranto,RIC,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.0,0%,50%,,SKIP - No Strategy,5.0,0.0,5.0,0.0,home,MCG
Tackle,2025.0,18.0,Toby Nankervis,RIC,ESS,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,13%,60%,,SKIP - No Strategy,1.0,1.0,4.5,1.0,home,MCG
Tackle,2025.0,18.0,Tim English,WBD,ADE,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,3.5,4%,56%,2,Tackle + Strong Unders DvP + No Rain + Avg <15%,3.0,1.0,3.5,1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Ed Richards,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,9%,63%,,SKIP - No Strategy,3.0,1.0,4.5,1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Joel Freijah,WBD,ADE,FwdMid,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,14%,44%,,SKIP - No Strategy,2.0,1.0,3.0,1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Marcus Bontempelli,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-7%,64%,,SKIP - No Strategy,12.0,-1.0,4.5,-1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Matthew Kennedy,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.0,0%,56%,,SKIP - No Strategy,2.0,1.0,5.0,1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Rhylee West,WBD,ADE,SmF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,2%,50%,,SKIP - No Strategy,3.0,1.0,3.5,1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Ryley Sanders,WBD,ADE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,-12%,40%,,SKIP - No Strategy,0.0,1.0,3.0,1.0,home,Marvel Stadium
Tackle,2025.0,18.0,Tom Liberatore,WBD,ADE,FwdMid,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6.0,8%,50%,,SKIP - No Strategy,5.0,1.0,6.0,1.0,home,Marvel Stadium
Tackle,2025.0,19.0,Sam Durham,ESS,GWS,FwdMid,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.5,15%,79%,2,Tackle + Strong Unders DvP + No Rain + Avg <15% → 94% WR (16 bets),6.0,-1.0,4.5,-1.0,home,Marvel Stadium
Tackle,2025.0,19.0,Kieren Briggs,GWS,ESS,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,3.0,3%,46%,2,Tackle + Strong Unders DvP + No Rain + Avg <15% → 94% WR (16 bets),3.0,0.0,3.0,0.0,away,Marvel Stadium
Tackle,2025.0,19.0,Isaac Kako,ESS,GWS,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2.0,-6%,25%,,,1.0,1.0,2.0,1.0,home,Marvel Stadium
Tackle,2025.0,19.0,Xavier Duursma,ESS,GWS,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,-6%,44%,,,2.0,1.0,3.0,1.0,home,Marvel Stadium
Tackle,2025.0,19.0,Zach Merrett,ESS,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.5,22%,63%,,,4.0,1.0,4.5,1.0,home,Marvel Stadium
Tackle,2025.0,19.0,Darcy Jones,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.0,5%,44%,,,2.0,1.0,4.0,1.0,away,Marvel Stadium
Tackle,2025.0,19.0,Finn Callaghan,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,5%,64%,,,2.0,1.0,4.5,1.0,away,Marvel Stadium
Tackle,2025.0,19.0,Ryan Angwin,GWS,ESS,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-13%,33%,,,4.0,-1.0,3.5,-1.0,away,Marvel Stadium
Tackle,2025.0,19.0,Toby Bedford,GWS,ESS,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-3%,44%,,,6.0,-1.0,5.5,-1.0,away,Marvel Stadium
Tackle,2025.0,19.0,Toby Greene,GWS,ESS,FwdMid,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,-11%,50%,,,2.0,1.0,3.0,1.0,away,Marvel Stadium
Tackle,2025.0,19.0,Tom Green,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.0,12%,44%,,,3.0,1.0,4.0,1.0,away,Marvel Stadium
Tackle,2025.0,19.0,Tim English,WBD,BRL,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,3.0,-11%,35%,2,Tackle + Strong Unders DvP + No Rain + Avg <15% → 94% WR (16 bets),6.0,-1.0,3.0,-1.0,away,Gabba
Tackle,2025.0,19.0,Rhylee West,WBD,BRL,SmF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.0,-12%,24%,,,4.0,-1.0,3.0,-1.0,away,Gabba
Tackle,2025.0,19.0,Ryley Sanders,WBD,BRL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,2.5,-22%,44%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),2.0,1.0,2.5,1.0,away,Gabba
Tackle,2025.0,19.0,Cam Rayner,BRL,WBD,MedF,✅ Neutral,✅ Neutral,🔹 Slight Easy,2.5,15%,65%,,,5.0,-1.0,2.5,-1.0,home,Gabba
Tackle,2025.0,19.0,Hugh McCluggage,BRL,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,4.5,-11%,53%,,,4.0,1.0,4.5,1.0,home,Gabba
Tackle,2025.0,19.0,Jarrod Berry,BRL,WBD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.0,16%,56%,,,1.0,1.0,4.0,1.0,home,Gabba
Tackle,2025.0,19.0,Josh Dunkley,BRL,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,7.5,7%,59%,,,15.0,-1.0,7.5,-1.0,home,Gabba
Tackle,2025.0,19.0,Kai Lohmann,BRL,WBD,MedF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.0,33%,50%,,,8.0,-1.0,3.0,-1.0,home,Gabba
Tackle,2025.0,19.0,Lachie Neale,BRL,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,4.5,21%,71%,,,4.0,1.0,4.5,1.0,home,Gabba
Tackle,2025.0,19.0,Oscar McInerney,BRL,WBD,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,13%,44%,,,3.0,1.0,3.5,1.0,home,Gabba
Tackle,2025.0,19.0,Will Ashcroft,BRL,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,3.5,21%,59%,,,5.0,-1.0,3.5,-1.0,home,Gabba
Tackle,2025.0,19.0,Ed Richards,WBD,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,11%,65%,,,1.0,1.0,4.5,1.0,away,Gabba
Tackle,2025.0,19.0,Marcus Bontempelli,WBD,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6.0,11%,67%,,,10.0,-1.0,6.0,-1.0,away,Gabba
Tackle,2025.0,19.0,Tom Liberatore,WBD,BRL,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6.5,18%,59%,,,10.0,-1.0,6.5,-1.0,away,Gabba
Tackle,2025.0,19.0,Jarrod Witts,GCS,ADE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,3.5,-8%,47%,2,Tackle + Strong Unders DvP + No Rain + Avg <15% → 94% WR (16 bets),3.0,1.0,3.5,1.0,away,Adelaide Oval
Tackle,2025.0,19.0,Andrew Brayshaw,FRE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,6.0,-13%,29%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),10.0,-1.0,6.0,-1.0,away,MCG
Tackle,2025.0,19.0,Caleb Serong,FRE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4.5,-3%,65%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),3.0,1.0,4.5,1.0,away,MCG
Tackle,2025.0,19.0,Corey Wagner,FRE,COL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,5.0,5%,50%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),2.0,1.0,5.0,1.0,away,MCG
Tackle,2025.0,19.0,Nathan O'Driscoll,FRE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,3.5,-3%,50%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),4.0,-1.0,3.5,-1.0,away,MCG
Tackle,2025.0,19.0,Shai Bolton,FRE,COL,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,2.5,3%,50%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),2.0,1.0,2.5,1.0,away,MCG
Tackle,2025.0,19.0,Bailey Humphrey,GCS,ADE,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.0,-7%,31%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),3.0,1.0,4.0,1.0,away,Adelaide Oval
Tackle,2025.0,19.0,Daniel Rioli,GCS,ADE,GenDD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,2.5,-13%,38%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),0.0,1.0,2.5,1.0,away,Adelaide Oval
Tackle,2025.0,19.0,Matt Rowell,GCS,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,9.0,-2%,56%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),9.0,0.0,9.0,0.0,away,Adelaide Oval
Tackle,2025.0,19.0,Dion Prestia,RIC,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.0,-5%,50%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),1.0,1.0,3.0,1.0,away,Optus Stadium
Tackle,2025.0,19.0,Tim Taranto,RIC,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5.0,0%,47%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),4.0,1.0,5.0,1.0,away,Optus Stadium
Tackle,2025.0,19.0,Alex Neal-Bullen,ADE,GCS,MedF,✅ Neutral,✅ Neutral,⚠️ Unknown,3.5,-7%,41%,,,4.0,-1.0,3.5,-1.0,home,Adelaide Oval
Tackle,2025.0,19.0,Isaac Cumming,ADE,GCS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,86%,88%,,,2.0,1.0,3.5,1.0,home,Adelaide Oval
Tackle,2025.0,19.0,Jake Soligo,ADE,GCS,FwdMid,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.0,-3%,41%,,,5.0,0.0,5.0,0.0,home,Adelaide Oval
Tackle,2025.0,19.0,James Peatling,ADE,GCS,InsM,✅ Neutral,✅ Neutral,⚠️ Unknown,4.5,1%,53%,,,6.0,-1.0,4.5,-1.0,home,Adelaide Oval
Tackle,2025.0,19.0,Jordan Dawson,ADE,GCS,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,7.0,0%,41%,,,5.0,1.0,7.0,1.0,home,Adelaide Oval
Tackle,2025.0,19.0,Sam Berry,ADE,GCS,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,27%,64%,,,7.0,-1.0,4.5,-1.0,home,Adelaide Oval
Tackle,2025.0,19.0,Adam Cerra,CAR,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.0,1%,35%,,,2.0,1.0,5.0,1.0,home,MCG
Tackle,2025.0,19.0,Cooper Lord,CAR,MEL,Wing,✅ Neutral,✅ Neutral,⚠️ Unknown,3.5,10%,69%,,,4.0,-1.0,3.5,-1.0,home,MCG
Tackle,2025.0,19.0,George Hewett,CAR,MEL,InsM,✅ Neutral,✅ Neutral,⚠️ Unknown,5.5,-11%,35%,,,0.0,1.0,5.5,1.0,home,MCG
Tackle,2025.0,19.0,Jesse Motlop,CAR,MEL,SmF,✅ Neutral,✅ Neutral,⚠️ Unknown,4.0,-1%,41%,,,1.0,1.0,4.0,1.0,home,MCG
Tackle,2025.0,19.0,Lachie Fogarty,CAR,MEL,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-14%,47%,,,3.0,1.0,3.5,1.0,home,MCG
Tackle,2025.0,19.0,Patrick Cripps,CAR,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-2%,47%,,,5.0,1.0,5.5,1.0,home,MCG
Tackle,2025.0,19.0,Jack Crisp,COL,FRE,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,15%,59%,,,5.0,1.0,5.5,1.0,home,MCG
Tackle,2025.0,19.0,Lachie Schultz,COL,FRE,SmF,✅ Neutral,✅ Neutral,✅ Neutral,5.5,-4%,25%,,,7.0,-1.0,5.5,-1.0,home,MCG
Tackle,2025.0,19.0,Lachlan Sullivan,COL,FRE,InsM,✅ Neutral,✅ Neutral,✅ Neutral,3.5,20%,58%,,,4.0,-1.0,3.5,-1.0,home,MCG
Tackle,2025.0,19.0,Ned Long,COL,FRE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,7.0,-2%,35%,,,12.0,-1.0,7.0,-1.0,home,MCG
Tackle,2025.0,19.0,Nick Daicos,COL,FRE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-4%,59%,,,7.0,-1.0,3.5,-1.0,home,MCG
Tackle,2025.0,19.0,Scott Pendlebury,COL,FRE,InsM,✅ Neutral,✅ Neutral,⚠️ Unknown,4.5,14%,60%,,,5.0,-1.0,4.5,-1.0,home,MCG
Tackle,2025.0,19.0,Michael Frederick,FRE,COL,SmF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,2.5,6%,47%,,,2.0,1.0,2.5,1.0,away,MCG
Tackle,2025.0,19.0,Sam Switkowski,FRE,COL,SmF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,3.5,24%,64%,,,5.0,-1.0,3.5,-1.0,away,MCG
Tackle,2025.0,19.0,Brayden Fiorini,GCS,ADE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5.5,10%,67%,,,3.0,1.0,5.5,1.0,away,Adelaide Oval
Tackle,2025.0,19.0,Noah Anderson,GCS,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,12%,56%,,,1.0,1.0,3.5,1.0,away,Adelaide Oval
Tackle,2025.0,19.0,Bailey Smith,GEE,STK,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.0,-7%,43%,,,4.0,1.0,5.0,1.0,home,GMHBA Stadium
Tackle,2025.0,19.0,Mark O'Connor,GEE,STK,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,6%,59%,,,0.0,1.0,3.5,1.0,home,GMHBA Stadium
Tackle,2025.0,19.0,Max Holmes,GEE,STK,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,1%,65%,,,4.0,-1.0,3.5,-1.0,home,GMHBA Stadium
Tackle,2025.0,19.0,Shaun Mannagh,GEE,STK,MedFF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-17%,36%,,,11.0,-1.0,3.5,-1.0,home,GMHBA Stadium
Tackle,2025.0,19.0,Tom Atkins,GEE,STK,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,8.5,-12%,41%,,,9.0,-1.0,8.5,-1.0,home,GMHBA Stadium
Tackle,2025.0,19.0,Christian Petracca,MEL,CAR,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.0,5%,47%,,,1.0,1.0,4.0,1.0,away,MCG
Tackle,2025.0,19.0,Clayton Oliver,MEL,CAR,InsM,✅ Neutral,✅ Neutral,⚠️ Unknown,5.5,-2%,44%,,,5.0,1.0,5.5,1.0,away,MCG
Tackle,2025.0,19.0,Jack Viney,MEL,CAR,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,5%,58%,,,5.0,1.0,6.5,1.0,away,MCG
Tackle,2025.0,19.0,Kade Chandler,MEL,CAR,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.0,5%,53%,,,5.0,-1.0,4.0,-1.0,away,MCG
